Date,Open,High,Low,Close,Total Trade Quantity
2018-01-23,56.05,61.45,56.05,60.55,552255.0
2018-01-24,60.5,60.5,57.1,57.65,185310.0
2018-01-25,57.45,57.6,56.15,56.4,102681.0
2018-01-29,57.2,57.2,53.2,53.8,128041.0
2018-01-30,54.25,54.25,52.0,52.25,95717.0
2018-01-31,52.25,53.1,52.0,52.75,75086.0
2018-02-01,53.0,53.0,50.5,52.15,53466.0
2018-02-02,51.55,55.0,47.75,48.55,160014.0
2018-02-05,48.55,48.55,45.25,48.0,162412.0
2018-02-06,45.2,47.1,42.55,45.2,124918.0
2018-02-07,46.5,49.9,46.5,49.15,135291.0
2018-02-08,49.6,52.35,49.5,52.0,106310.0
2018-02-09,50.9,57.5,48.9,54.0,115083.0
2018-02-12,53.65,56.95,53.5,54.35,112968.0
2018-02-14,56.15,57.05,54.45,55.1,135961.0
2018-02-15,55.5,57.4,53.2,53.95,244428.0
2018-02-16,54.3,54.35,51.55,52.15,79203.0
2018-02-19,53.0,53.0,50.0,50.25,71043.0
2018-02-20,50.4,52.0,50.2,51.0,49685.0
2018-02-21,51.75,52.0,50.05,50.35,46224.0
2018-02-22,50.35,51.35,49.0,50.25,43080.0
2018-02-23,50.8,53.0,49.5,51.85,238066.0
2018-02-26,53.8,53.95,50.2,50.85,638176.0
2018-02-27,51.35,52.3,50.0,50.6,103016.0
2018-02-28,50.5,51.5,50.25,50.5,59193.0
2018-03-01,51.6,51.6,50.0,50.15,48909.0
2018-03-05,50.15,50.7,48.6,48.7,58492.0
2018-03-06,49.0,49.95,47.05,47.2,81163.0
2018-03-07,47.35,47.35,45.0,45.15,80684.0
2018-03-08,45.65,45.75,44.4,44.75,81733.0
2018-03-09,45.0,46.0,42.3,42.55,105299.0
2018-03-12,44.65,48.35,41.1,46.85,507890.0
2018-03-13,47.4,53.75,47.05,51.5,908151.0
2018-03-14,51.0,52.6,49.7,51.2,205050.0
2018-03-15,51.45,53.45,50.6,52.0,178321.0
2018-03-16,51.75,52.0,50.5,50.65,68773.0
2018-03-19,51.35,51.8,48.3,49.0,67983.0
2018-03-20,48.1,50.95,47.0,48.7,193175.0
2018-03-21,49.15,50.55,48.0,48.45,111694.0
2018-03-22,48.25,49.1,46.6,46.95,70697.0
2018-03-23,45.85,48.9,44.7,46.95,193650.0
2018-03-26,48.8,50.0,46.05,48.6,124142.0
2018-03-27,50.6,50.7,47.5,48.15,118346.0
2018-03-28,48.15,49.8,47.45,49.1,85065.0
2018-04-02,49.5,50.9,49.2,49.75,48947.0
2018-04-03,50.0,50.8,49.0,49.9,113830.0
2018-04-04,50.1,52.3,49.0,49.3,193457.0
2018-04-05,50.0,51.0,49.55,49.95,79748.0
2018-04-06,50.25,51.1,49.2,49.45,60512.0
2018-04-09,49.9,50.45,48.55,48.95,106345.0
2018-04-10,49.45,49.45,48.65,48.7,46053.0
2018-04-11,48.75,49.4,48.45,48.65,29848.0
2018-04-12,48.8,48.85,47.9,48.1,33844.0
2018-04-13,48.7,55.25,48.25,54.25,722879.0
2018-04-16,53.75,54.75,52.5,53.0,246635.0
2018-04-17,53.45,53.45,51.6,51.85,93227.0
2018-04-18,52.45,53.1,51.0,51.95,93422.0
2018-04-19,52.7,52.7,50.0,51.0,54263.0
2018-04-20,51.0,53.3,50.55,52.1,112531.0
